base_yr_qtr_cd,adm_cd,adm_nm,svc_induty_cd,svc_induty_nm,stor_co,similr_induty_stor_co,opbiz_rt,opbiz_stor_co,clsbiz_rt,clsbiz_stor_co,frc_stor_co
20254,11110650,혜화동,CS200044,여행사,9.0,9.0,0.0,0.0,0.0,0.0,0.0
20254,11110650,혜화동,CS300019,의료기기,2.0,2.0,0.0,0.0,50.0,1.0,0.0
20254,11110650,혜화동,CS300031,가구,4.0,4.0,0.0,0.0,0.0,0.0,0.0
20254,11110650,혜화동,CS300032,가전제품,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11110670,창신1동,CS200028,미용실,17.0,17.0,6.0,1.0,0.0,0.0,0.0
20254,11110670,창신1동,CS200043,건축물청소,4.0,4.0,0.0,0.0,0.0,0.0,0.0
20254,11110670,창신1동,CS300006,미곡판매,3.0,3.0,0.0,0.0,0.0,0.0,0.0
20254,11110670,창신1동,CS300008,수산물판매,0.0,1.0,0.0,0.0,0.0,0.0,1.0
20254,11110670,창신1동,CS300015,가방,15.0,16.0,6.0,1.0,0.0,0.0,1.0
20254,11110670,창신1동,CS300028,화초,4.0,4.0,0.0,0.0,0.0,0.0,0.0
20254,11110670,창신1동,CS300036,조명용품,5.0,5.0,0.0,0.0,0.0,0.0,0.0
20254,11110680,창신2동,CS100005,제과점,3.0,4.0,0.0,0.0,0.0,0.0,1.0
20254,11110680,창신2동,CS200005,스포츠 강습,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20254,11110680,창신2동,CS200016,당구장,6.0,6.0,0.0,0.0,0.0,0.0,0.0
20254,11110680,창신2동,CS200027,모터사이클수리,3.0,3.0,0.0,0.0,33.0,1.0,0.0
20254,11110680,창신2동,CS300004,핸드폰,6.0,6.0,0.0,0.0,0.0,0.0,0.0
20254,11110600,가회동,CS300016,안경,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20254,11110670,창신1동,CS300024,운동/경기용품,16.0,16.0,0.0,0.0,0.0,0.0,0.0
20254,11110615,종로1·2·3·4가동,CS200030,피부관리실,40.0,41.0,2.0,1.0,2.0,1.0,1.0
20254,11110650,혜화동,CS100004,양식음식점,54.0,58.0,3.0,2.0,5.0,3.0,4.0
20254,11110630,종로5·6가동,CS200043,건축물청소,3.0,3.0,0.0,0.0,0.0,0.0,0.0
20254,11110680,창신2동,CS300023,미용재료,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11110680,창신2동,CS300035,인테리어,6.0,6.0,0.0,0.0,0.0,0.0,0.0
20254,11110680,창신2동,CS300039,모터사이클및부품,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20254,11110690,창신3동,CS100008,분식전문점,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11110690,창신3동,CS200024,스포츠클럽,3.0,3.0,0.0,0.0,0.0,0.0,0.0
20254,11110690,창신3동,CS300008,수산물판매,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11110690,창신3동,CS300009,청과상,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20254,11110700,숭인1동,CS100005,제과점,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20254,11110700,숭인1동,CS200003,예술학원,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20254,11110700,숭인1동,CS200028,미용실,13.0,14.0,0.0,0.0,0.0,0.0,1.0
20254,11110700,숭인1동,CS200038,독서실,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11110700,숭인1동,CS200044,여행사,5.0,5.0,0.0,0.0,0.0,0.0,0.0
20254,11110700,숭인1동,CS300002,편의점,4.0,6.0,0.0,0.0,0.0,0.0,2.0
20254,11110700,숭인1동,CS300003,컴퓨터및주변장치판매,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20254,11110700,숭인1동,CS300022,화장품,4.0,4.0,0.0,0.0,0.0,0.0,0.0
20254,11110700,숭인1동,CS300027,섬유제품,3.0,3.0,0.0,0.0,0.0,0.0,0.0
20254,11110710,숭인2동,CS100010,커피-음료,17.0,27.0,4.0,1.0,0.0,0.0,10.0
20254,11110710,숭인2동,CS200007,치과의원,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20254,11110710,숭인2동,CS200008,한의원,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20254,11110710,숭인2동,CS200013,기타법무서비스,4.0,4.0,0.0,0.0,0.0,0.0,0.0
20254,11110710,숭인2동,CS200017,골프연습장,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11110710,숭인2동,CS200020,전자게임장,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11110710,숭인2동,CS200022,복권방,3.0,3.0,0.0,0.0,0.0,0.0,0.0
20254,11110710,숭인2동,CS200029,네일숍,5.0,5.0,0.0,0.0,0.0,0.0,0.0
20254,11110710,숭인2동,CS200032,가전제품수리,5.0,5.0,0.0,0.0,0.0,0.0,0.0
20254,11110710,숭인2동,CS300009,청과상,9.0,9.0,0.0,0.0,0.0,0.0,0.0
20254,11110710,숭인2동,CS300022,화장품,10.0,10.0,10.0,1.0,0.0,0.0,0.0
20254,11110710,숭인2동,CS300025,자전거 및 기타운송장비,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20254,11110710,숭인2동,CS300043,전자상거래업,46.0,46.0,0.0,0.0,2.0,1.0,0.0
20254,11140520,소공동,CS100001,한식음식점,281.0,325.0,3.0,8.0,5.0,15.0,44.0
20254,11140520,소공동,CS100003,일식음식점,35.0,48.0,0.0,0.0,4.0,2.0,13.0
20254,11140520,소공동,CS100004,양식음식점,40.0,48.0,2.0,1.0,2.0,1.0,8.0
20254,11140520,소공동,CS100006,패스트푸드점,13.0,26.0,4.0,1.0,4.0,1.0,13.0
20254,11140520,소공동,CS200011,변리사사무소,5.0,5.0,0.0,0.0,0.0,0.0,0.0
20254,11140520,소공동,CS200013,기타법무서비스,9.0,9.0,0.0,0.0,0.0,0.0,0.0
20254,11140520,소공동,CS200033,부동산중개업,59.0,59.0,0.0,0.0,5.0,3.0,0.0
20254,11140520,소공동,CS200035,게스트하우스,0.0,2.0,0.0,0.0,0.0,0.0,2.0
20254,11140520,소공동,CS300010,반찬가게,32.0,38.0,5.0,2.0,0.0,0.0,6.0
20254,11140520,소공동,CS300013,유아의류,20.0,20.0,0.0,0.0,5.0,1.0,0.0
20254,11140520,소공동,CS300015,가방,96.0,96.0,1.0,1.0,1.0,1.0,0.0
20254,11140520,소공동,CS300018,의약품,26.0,27.0,0.0,0.0,7.0,2.0,1.0
20254,11140520,소공동,CS300023,미용재료,6.0,6.0,0.0,0.0,0.0,0.0,0.0
20254,11140520,소공동,CS300043,전자상거래업,13.0,13.0,0.0,0.0,0.0,0.0,0.0
20254,11140540,회현동,CS100004,양식음식점,28.0,33.0,3.0,1.0,0.0,0.0,5.0
20254,11140540,회현동,CS200007,치과의원,17.0,17.0,0.0,0.0,0.0,0.0,0.0
20254,11140540,회현동,CS200010,변호사사무소,4.0,4.0,0.0,0.0,0.0,0.0,0.0
20254,11140540,회현동,CS300004,핸드폰,6.0,6.0,0.0,0.0,0.0,0.0,0.0
20254,11140540,회현동,CS300005,주류도매,16.0,16.0,0.0,0.0,0.0,0.0,0.0
20254,11140540,회현동,CS300027,섬유제품,54.0,54.0,2.0,1.0,0.0,0.0,0.0
20254,11140540,회현동,CS300029,애완동물,21.0,21.0,0.0,0.0,0.0,0.0,0.0
20254,11140540,회현동,CS300041,예술품,16.0,16.0,0.0,0.0,0.0,0.0,0.0
20254,11140550,명동,CS100002,중식음식점,61.0,72.0,0.0,0.0,3.0,2.0,11.0
20254,11140550,명동,CS100007,치킨전문점,5.0,24.0,0.0,0.0,0.0,0.0,19.0
20254,11140550,명동,CS200019,PC방,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11140550,명동,CS200021,기타오락장,6.0,6.0,0.0,0.0,0.0,0.0,0.0
20254,11140550,명동,CS300002,편의점,30.0,103.0,2.0,2.0,4.0,4.0,73.0
20254,11140550,명동,CS300038,자동차부품,7.0,7.0,0.0,0.0,0.0,0.0,0.0
20254,11140570,필동,CS100001,한식음식점,186.0,203.0,5.0,10.0,2.0,3.0,17.0
20254,11140570,필동,CS100002,중식음식점,20.0,21.0,0.0,0.0,0.0,0.0,1.0
20254,11140570,필동,CS200005,스포츠 강습,4.0,4.0,0.0,0.0,25.0,1.0,0.0
20254,11140570,필동,CS200022,복권방,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11140570,필동,CS200024,스포츠클럽,3.0,3.0,0.0,0.0,0.0,0.0,0.0
20254,11140570,필동,CS200029,네일숍,4.0,4.0,0.0,0.0,0.0,0.0,0.0
20254,11140570,필동,CS200035,게스트하우스,9.0,9.0,0.0,0.0,0.0,0.0,0.0
20254,11140570,필동,CS200044,여행사,38.0,38.0,0.0,0.0,3.0,1.0,0.0
20254,11140570,필동,CS200046,의류임대,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11140570,필동,CS300009,청과상,2.0,2.0,0.0,0.0,50.0,1.0,0.0
20254,11140570,필동,CS300022,화장품,23.0,25.0,8.0,2.0,0.0,0.0,2.0
20254,11140570,필동,CS300034,악기,3.0,3.0,0.0,0.0,0.0,0.0,0.0
20254,11140580,장충동,CS100010,커피-음료,23.0,31.0,0.0,0.0,0.0,0.0,8.0
20254,11140580,장충동,CS200003,예술학원,4.0,4.0,0.0,0.0,0.0,0.0,0.0
20254,11140580,장충동,CS200027,모터사이클수리,4.0,4.0,0.0,0.0,0.0,0.0,0.0
20254,11140580,장충동,CS300019,의료기기,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11140590,광희동,CS100010,커피-음료,116.0,145.0,2.0,3.0,3.0,5.0,29.0
20254,11140590,광희동,CS200005,스포츠 강습,4.0,5.0,0.0,0.0,0.0,0.0,1.0
20254,11140590,광희동,CS200011,변리사사무소,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11140590,광희동,CS200012,법무사사무소,6.0,6.0,0.0,0.0,0.0,0.0,0.0
20254,11140590,광희동,CS200013,기타법무서비스,43.0,43.0,2.0,1.0,2.0,1.0,0.0
20254,11140590,광희동,CS200025,자동차수리,7.0,7.0,0.0,0.0,0.0,0.0,0.0
20254,11140590,광희동,CS200046,의류임대,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20254,11140590,광희동,CS200047,가정용품임대,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20254,11140590,광희동,CS300007,육류판매,12.0,12.0,0.0,0.0,8.0,1.0,0.0
20254,11140590,광희동,CS300012,한복점,9.0,9.0,0.0,0.0,0.0,0.0,0.0
20254,11140590,광희동,CS300016,안경,20.0,25.0,0.0,0.0,4.0,1.0,5.0
20254,11140590,광희동,CS300020,서적,39.0,39.0,3.0,1.0,0.0,0.0,0.0
20254,11140590,광희동,CS300027,섬유제품,25.0,25.0,0.0,0.0,0.0,0.0,0.0
20254,11140605,을지로동,CS100006,패스트푸드점,11.0,20.0,0.0,0.0,15.0,3.0,9.0
20254,11140605,을지로동,CS100009,호프-간이주점,123.0,129.0,2.0,2.0,2.0,2.0,6.0
20254,11140605,을지로동,CS200020,전자게임장,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11140605,을지로동,CS200031,세탁소,3.0,3.0,0.0,0.0,0.0,0.0,0.0
20254,11140605,을지로동,CS200040,녹음실,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11140605,을지로동,CS200041,사진관,27.0,28.0,0.0,0.0,4.0,1.0,1.0
20254,11140605,을지로동,CS200043,건축물청소,9.0,10.0,0.0,0.0,0.0,0.0,1.0
20254,11140605,을지로동,CS300008,수산물판매,112.0,112.0,0.0,0.0,0.0,0.0,0.0
20254,11140605,을지로동,CS300010,반찬가게,34.0,36.0,3.0,1.0,0.0,0.0,2.0
20254,11140605,을지로동,CS300013,유아의류,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20254,11140605,을지로동,CS300021,문구,102.0,105.0,0.0,0.0,2.0,2.0,3.0
20254,11140605,을지로동,CS300033,철물점,17.0,17.0,0.0,0.0,0.0,0.0,0.0
20254,11140605,을지로동,CS300034,악기,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20254,11140615,신당동,CS100009,호프-간이주점,25.0,34.0,3.0,1.0,0.0,0.0,9.0
20254,11140615,신당동,CS200006,일반의원,12.0,12.0,0.0,0.0,0.0,0.0,0.0
20254,11140615,신당동,CS200007,치과의원,5.0,5.0,0.0,0.0,0.0,0.0,0.0
20254,11140615,신당동,CS200008,한의원,1.0,1.0,0.0,0.0,100.0,1.0,0.0
20254,11140615,신당동,CS200009,동물병원,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11140615,신당동,CS200013,기타법무서비스,3.0,3.0,0.0,0.0,0.0,0.0,0.0
20254,11140615,신당동,CS200015,세무사사무소,23.0,23.0,0.0,0.0,0.0,0.0,0.0
20254,11140615,신당동,CS200016,당구장,6.0,6.0,0.0,0.0,0.0,0.0,0.0
20254,11140615,신당동,CS200024,스포츠클럽,5.0,5.0,20.0,1.0,0.0,0.0,0.0
20254,11140615,신당동,CS200025,자동차수리,4.0,5.0,0.0,0.0,0.0,0.0,1.0
20254,11140615,신당동,CS200026,자동차미용,3.0,3.0,0.0,0.0,0.0,0.0,0.0
20254,11140615,신당동,CS200029,네일숍,6.0,6.0,0.0,0.0,17.0,1.0,0.0
20254,11140615,신당동,CS200043,건축물청소,5.0,5.0,0.0,0.0,0.0,0.0,0.0
20254,11140615,신당동,CS300026,완구,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11140615,신당동,CS300028,화초,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20254,11140615,신당동,CS300029,애완동물,4.0,5.0,0.0,0.0,0.0,0.0,1.0
20254,11140615,신당동,CS300031,가구,27.0,27.0,4.0,1.0,0.0,0.0,0.0
20254,11140625,다산동,CS100005,제과점,9.0,11.0,0.0,0.0,0.0,0.0,2.0
20254,11140625,다산동,CS200007,치과의원,9.0,9.0,11.0,1.0,11.0,1.0,0.0
20254,11140625,다산동,CS200012,법무사사무소,3.0,3.0,0.0,0.0,0.0,0.0,0.0
20254,11140625,다산동,CS200038,독서실,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20254,11140625,다산동,CS200041,사진관,12.0,12.0,0.0,0.0,0.0,0.0,0.0
20254,11140625,다산동,CS300015,가방,10.0,10.0,10.0,1.0,0.0,0.0,0.0
20254,11140625,다산동,CS300021,문구,8.0,9.0,0.0,0.0,0.0,0.0,1.0
20254,11140625,다산동,CS300026,완구,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11140625,다산동,CS300039,모터사이클및부품,4.0,4.0,0.0,0.0,0.0,0.0,0.0
20254,11140625,다산동,CS300040,재생용품 판매점,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20254,11140635,약수동,CS200001,일반교습학원,12.0,14.0,0.0,0.0,0.0,0.0,2.0
20254,11140635,약수동,CS200007,치과의원,15.0,15.0,0.0,0.0,7.0,1.0,0.0
20254,11140635,약수동,CS200014,회계사사무소,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11140635,약수동,CS200019,PC방,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20254,11140635,약수동,CS200021,기타오락장,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11140635,약수동,CS200025,자동차수리,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20254,11140635,약수동,CS200032,가전제품수리,3.0,3.0,0.0,0.0,0.0,0.0,0.0
20254,11140635,약수동,CS300001,슈퍼마켓,12.0,17.0,6.0,1.0,6.0,1.0,5.0
20254,11140635,약수동,CS300002,편의점,2.0,3.0,0.0,0.0,0.0,0.0,1.0
20254,11140635,약수동,CS300007,육류판매,12.0,12.0,0.0,0.0,0.0,0.0,0.0
20254,11140635,약수동,CS300015,가방,2.0,2.0,50.0,1.0,0.0,0.0,0.0
20254,11140635,약수동,CS300025,자전거 및 기타운송장비,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11140635,약수동,CS300035,인테리어,6.0,6.0,0.0,0.0,0.0,0.0,0.0
20254,11140635,약수동,CS300036,조명용품,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11140635,약수동,CS300043,전자상거래업,23.0,23.0,0.0,0.0,0.0,0.0,0.0
20254,11140645,청구동,CS200006,일반의원,4.0,4.0,0.0,0.0,0.0,0.0,0.0
20254,11140645,청구동,CS200015,세무사사무소,3.0,3.0,0.0,0.0,0.0,0.0,0.0
20254,11140645,청구동,CS200029,네일숍,3.0,3.0,0.0,0.0,0.0,0.0,0.0
20254,11140645,청구동,CS200036,고시원,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11140645,청구동,CS200041,사진관,7.0,7.0,0.0,0.0,0.0,0.0,0.0
20254,11140645,청구동,CS200042,통번역서비스,3.0,3.0,0.0,0.0,0.0,0.0,0.0
20254,11140645,청구동,CS300041,예술품,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20254,11140650,신당5동,CS100001,한식음식점,127.0,133.0,4.0,5.0,2.0,3.0,6.0
20254,11140650,신당5동,CS200038,독서실,0.0,1.0,0.0,0.0,0.0,0.0,1.0
20254,11140650,신당5동,CS300002,편의점,1.0,5.0,0.0,0.0,0.0,0.0,4.0
20254,11140650,신당5동,CS300009,청과상,6.0,6.0,17.0,1.0,0.0,0.0,0.0
20254,11140650,신당5동,CS300018,의약품,9.0,11.0,0.0,0.0,0.0,0.0,2.0
20254,11140650,신당5동,CS300023,미용재료,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20254,11140650,신당5동,CS300027,섬유제품,8.0,8.0,0.0,0.0,0.0,0.0,0.0
20254,11140650,신당5동,CS300032,가전제품,3.0,3.0,0.0,0.0,0.0,0.0,0.0
20254,11140650,신당5동,CS300038,자동차부품,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11140650,신당5동,CS300042,주유소,5.0,5.0,0.0,0.0,0.0,0.0,0.0
20254,11140665,동화동,CS200027,모터사이클수리,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11140665,동화동,CS200028,미용실,23.0,25.0,4.0,1.0,0.0,0.0,2.0
20254,11140665,동화동,CS200041,사진관,5.0,5.0,0.0,0.0,0.0,0.0,0.0
20254,11140665,동화동,CS300004,핸드폰,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20254,11140665,동화동,CS300028,화초,5.0,6.0,0.0,0.0,0.0,0.0,1.0
20254,11140670,황학동,CS200012,법무사사무소,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11140670,황학동,CS200038,독서실,1.0,2.0,0.0,0.0,0.0,0.0,1.0
20254,11140670,황학동,CS300018,의약품,12.0,12.0,0.0,0.0,0.0,0.0,0.0
20254,11140670,황학동,CS300020,서적,3.0,3.0,0.0,0.0,0.0,0.0,0.0
20254,11140670,황학동,CS300021,문구,5.0,5.0,0.0,0.0,0.0,0.0,0.0
20254,11140670,황학동,CS300026,완구,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20254,11140670,황학동,CS300028,화초,3.0,3.0,0.0,0.0,0.0,0.0,0.0
20254,11140670,황학동,CS300036,조명용품,21.0,22.0,0.0,0.0,0.0,0.0,1.0
20254,11140680,중림동,CS100002,중식음식점,6.0,7.0,0.0,0.0,0.0,0.0,1.0
20254,11140680,중림동,CS100008,분식전문점,9.0,14.0,0.0,0.0,14.0,2.0,5.0
20254,11140680,중림동,CS200003,예술학원,3.0,3.0,0.0,0.0,67.0,2.0,0.0
20254,11140680,중림동,CS200013,기타법무서비스,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11140680,중림동,CS200033,부동산중개업,45.0,45.0,0.0,0.0,2.0,1.0,0.0
20254,11140680,중림동,CS300007,육류판매,7.0,7.0,0.0,0.0,0.0,0.0,0.0
20254,11140680,중림동,CS300043,전자상거래업,13.0,13.0,0.0,0.0,0.0,0.0,0.0
20254,11170510,후암동,CS100005,제과점,9.0,11.0,9.0,1.0,0.0,0.0,2.0
20254,11170510,후암동,CS200003,예술학원,13.0,13.0,0.0,0.0,0.0,0.0,0.0
20254,11170510,후암동,CS200005,스포츠 강습,11.0,11.0,9.0,1.0,0.0,0.0,0.0
20254,11170510,후암동,CS200008,한의원,5.0,5.0,0.0,0.0,0.0,0.0,0.0
20254,11170510,후암동,CS200014,회계사사무소,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11170510,후암동,CS200025,자동차수리,4.0,4.0,0.0,0.0,0.0,0.0,0.0
20254,11170510,후암동,CS200030,피부관리실,3.0,3.0,33.0,1.0,0.0,0.0,0.0
20254,11170510,후암동,CS300010,반찬가게,14.0,14.0,0.0,0.0,0.0,0.0,0.0
20254,11170510,후암동,CS300011,일반의류,36.0,36.0,3.0,1.0,0.0,0.0,0.0
20254,11170510,후암동,CS300016,안경,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11170510,후암동,CS300019,의료기기,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11170520,용산2가동,CS100002,중식음식점,3.0,3.0,0.0,0.0,0.0,0.0,0.0
20254,11170520,용산2가동,CS100006,패스트푸드점,13.0,16.0,0.0,0.0,0.0,0.0,3.0
20254,11170520,용산2가동,CS200022,복권방,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11170520,용산2가동,CS200028,미용실,14.0,15.0,0.0,0.0,7.0,1.0,1.0
20254,11170520,용산2가동,CS200029,네일숍,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20254,11170520,용산2가동,CS200033,부동산중개업,38.0,38.0,0.0,0.0,0.0,0.0,0.0
20254,11170520,용산2가동,CS200034,여관,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20254,11170520,용산2가동,CS200035,게스트하우스,4.0,4.0,0.0,0.0,25.0,1.0,0.0
20254,11170520,용산2가동,CS300001,슈퍼마켓,15.0,23.0,0.0,0.0,0.0,0.0,8.0
20254,11170520,용산2가동,CS300004,핸드폰,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11170520,용산2가동,CS300008,수산물판매,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20254,11170520,용산2가동,CS300009,청과상,3.0,3.0,0.0,0.0,0.0,0.0,0.0
20254,11170520,용산2가동,CS300018,의약품,3.0,4.0,0.0,0.0,0.0,0.0,1.0
20254,11170520,용산2가동,CS300019,의료기기,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11170520,용산2가동,CS300029,애완동물,6.0,6.0,0.0,0.0,0.0,0.0,0.0
20254,11170530,남영동,CS200005,스포츠 강습,18.0,19.0,0.0,0.0,0.0,0.0,1.0
20254,11170530,남영동,CS200013,기타법무서비스,4.0,4.0,0.0,0.0,0.0,0.0,0.0
20254,11170530,남영동,CS200035,게스트하우스,18.0,19.0,0.0,0.0,0.0,0.0,1.0
20254,11170530,남영동,CS200043,건축물청소,14.0,14.0,0.0,0.0,0.0,0.0,0.0
20254,11170530,남영동,CS300004,핸드폰,14.0,14.0,0.0,0.0,0.0,0.0,0.0
20254,11170530,남영동,CS300014,신발,15.0,15.0,0.0,0.0,0.0,0.0,0.0
20254,11170530,남영동,CS300027,섬유제품,3.0,3.0,0.0,0.0,0.0,0.0,0.0
20254,11170530,남영동,CS300038,자동차부품,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11170555,청파동,CS100004,양식음식점,37.0,42.0,2.0,1.0,0.0,0.0,5.0
20254,11170555,청파동,CS200002,외국어학원,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11170555,청파동,CS200013,기타법무서비스,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20254,11170555,청파동,CS200016,당구장,4.0,4.0,0.0,0.0,0.0,0.0,0.0
20254,11170555,청파동,CS200026,자동차미용,3.0,3.0,0.0,0.0,0.0,0.0,0.0
20254,11170555,청파동,CS200031,세탁소,28.0,28.0,11.0,3.0,0.0,0.0,0.0
20254,11170555,청파동,CS200040,녹음실,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20254,11170555,청파동,CS200045,비디오/서적임대,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11170555,청파동,CS300010,반찬가게,15.0,15.0,0.0,0.0,0.0,0.0,0.0
20254,11170555,청파동,CS300016,안경,7.0,13.0,8.0,1.0,0.0,0.0,6.0
20254,11170555,청파동,CS300024,운동/경기용품,4.0,4.0,0.0,0.0,0.0,0.0,0.0
20254,11170555,청파동,CS300039,모터사이클및부품,5.0,5.0,0.0,0.0,0.0,0.0,0.0
20254,11170560,원효로1동,CS100010,커피-음료,55.0,65.0,2.0,1.0,2.0,1.0,10.0
20254,11170560,원효로1동,CS200023,통신기기수리,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20254,11170560,원효로1동,CS200030,피부관리실,12.0,13.0,8.0,1.0,0.0,0.0,1.0
20254,11170560,원효로1동,CS200038,독서실,3.0,3.0,0.0,0.0,0.0,0.0,0.0
20254,11170560,원효로1동,CS200040,녹음실,3.0,3.0,0.0,0.0,0.0,0.0,0.0
20254,11170560,원효로1동,CS200043,건축물청소,9.0,9.0,0.0,0.0,0.0,0.0,0.0
20254,11170560,원효로1동,CS300003,컴퓨터및주변장치판매,471.0,471.0,0.0,1.0,3.0,13.0,0.0
20254,11170560,원효로1동,CS300023,미용재료,3.0,3.0,0.0,0.0,0.0,0.0,0.0
20254,11170560,원효로1동,CS300031,가구,3.0,3.0,0.0,0.0,0.0,0.0,0.0
20254,11170560,원효로1동,CS300040,재생용품 판매점,3.0,3.0,0.0,0.0,0.0,0.0,0.0
20254,11170560,원효로1동,CS300042,주유소,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20254,11170570,원효로2동,CS100001,한식음식점,40.0,45.0,4.0,2.0,0.0,0.0,5.0
20254,11170570,원효로2동,CS100004,양식음식점,4.0,4.0,0.0,0.0,25.0,1.0,0.0
20254,11170570,원효로2동,CS100007,치킨전문점,0.0,4.0,0.0,0.0,0.0,0.0,4.0
20254,11170570,원효로2동,CS200002,외국어학원,4.0,5.0,0.0,0.0,0.0,0.0,1.0
20254,11170570,원효로2동,CS200028,미용실,19.0,19.0,0.0,0.0,0.0,0.0,0.0
20254,11170570,원효로2동,CS200037,노래방,4.0,4.0,25.0,1.0,25.0,1.0,0.0
20254,11170570,원효로2동,CS200040,녹음실,3.0,3.0,0.0,0.0,0.0,0.0,0.0
20254,11170570,원효로2동,CS200044,여행사,10.0,10.0,0.0,0.0,10.0,1.0,0.0
20254,11170570,원효로2동,CS300004,핸드폰,9.0,9.0,0.0,0.0,0.0,0.0,0.0
20254,11170570,원효로2동,CS300033,철물점,4.0,4.0,0.0,0.0,0.0,0.0,0.0
20254,11170570,원효로2동,CS300035,인테리어,5.0,5.0,0.0,0.0,0.0,0.0,0.0
20254,11170580,효창동,CS200002,외국어학원,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20254,11170580,효창동,CS200005,스포츠 강습,12.0,12.0,0.0,0.0,0.0,0.0,0.0
20254,11650510,서초1동,CS300043,전자상거래업,59.0,59.0,0.0,0.0,2.0,1.0,0.0
20254,11650520,서초2동,CS200003,예술학원,65.0,67.0,0.0,0.0,6.0,4.0,2.0
20254,11650520,서초2동,CS200043,건축물청소,38.0,38.0,0.0,0.0,0.0,0.0,0.0
20254,11650520,서초2동,CS200046,의류임대,4.0,4.0,0.0,0.0,0.0,0.0,0.0
20254,11650520,서초2동,CS300003,컴퓨터및주변장치판매,68.0,68.0,2.0,1.0,0.0,0.0,0.0
20254,11650520,서초2동,CS300012,한복점,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20254,11650520,서초2동,CS300021,문구,27.0,31.0,3.0,1.0,3.0,1.0,4.0
